﻿objectid;insee;annee;sante_plaf;educ_plaf;revenu_plaf;idh2;nomcom;pop
1287;95637;2013;0.54973086;0.61499413;0.52216557;0.56229685;Vauréal;15705
1375;77057;2006;0.13003541;0.0684262;0.32024647;0.17290269;Bussières;497
1679;77374;2006;0.55586331;0.41122852;0.57737133;0.51482105;Pontcarré;2018
1790;77487;2006;0.62221074;0.44341804;0.5499147;0.53851449;Vaux-le-Pénil;11327
1946;78305;2006;;0.73276568;0.78343914;;Herbeville;282
2027;78501;2006;0.37280803;0.14032611;0.50239766;0.3385106;Porcheville;2522
2031;78506;2006;0.72261248;0.55469485;0.61654515;0.63128416;Prunay-en-Yvelines;814
2137;91135;2006;0.3854842;0.33446289;0.56849163;0.42947957;Champcueil;2732
2209;91412;2006;0.68946491;0.3820034;0.59457815;0.55534882;Mondeville;657
2226;91477;2006;0.64098377;0.63050154;0.61389845;0.62846125;Palaiseau;30339
2280;91662;2006;0.68404403;0.53977077;0.60568785;0.60983422;Villeconin;697
2336;93027;2006;0.43853966;0.15448996;0.06808461;0.22037141;La Courneuve;37034
2611;75113;1999;0.5148595;0.5725472;0.51259766;0.53333479;Paris 13e Arrondissement;171577
2744;77131;1999;0.3061195;0.08471438;0.33204145;0.24095844;Coulommiers;13844
2825;77216;1999;0.39735025;0.25240558;0.48886868;0.3795415;Grez-sur-Loing;1276
2849;77240;1999;0.52198381;0.02271695;0.4133483;0.31934969;Jouy-sur-Morin;1929
3074;77472;1999;0.35205855;0.15465462;0.40643842;0.30438387;La Trétoire;389
3175;78123;1999;0.3953502;0.19215657;0.38906733;0.3255247;Carrières-sous-Poissy;13468
3223;78251;1999;0.66619743;0.85386576;0.83695186;0.78567168;Fourqueux;4156
3253;78322;1999;0.54806951;0.69068362;0.76384536;0.66753283;Jouy-en-Josas;8039
3271;78364;1999;0.4582975;0.43408089;0.61257639;0.50165159;Marcq;596
3491;91339;1999;0.49291242;0.28046076;0.56589203;0.44642174;Linas;4982
3508;91412;1999;0.47907589;0.29459352;0.55035676;0.44134206;Mondeville;692
3584;91679;1999;0.45489235;0.54228129;0.65521849;0.55079738;Villiers-le-Bâcle;1092
246;77235;2013;0.56460574;0.4354912;0.59690336;0.53233343;Jaignes;265
285;77274;2013;0.61380259;0.43273021;0.55698209;0.53450496;Marcilly;463
308;77297;2013;0.64677085;0.28659091;0.55920981;0.49752386;Mondreville;362
379;77373;2013;0.62449558;0.45803959;0.51554439;0.53269319;Pontault-Combault;37847
554;78057;2013;0.58102208;0.35222287;0.54348744;0.49224413;Bennecourt;1793
773;78618;2013;0.64905419;0.54523607;0.62091398;0.60506808;Tilly;545
56;77037;2013;0.68452529;0.76794135;0.72293239;0.72513301;Bois-le-Roi;5617
77;77058;2013;0.64835376;0.79704106;0.56388026;0.66975836;Bussy-Saint-Georges;25419
83;77065;2013;0.70232789;0.54742375;0.66995624;0.63990263;Cély;1180
145;77130;2013;0.39787555;0.48774047;0.57031998;0.485312;Coulommes;412
297;77286;2013;0.76858729;0.46903226;0.53367927;0.59043294;Meigneux;244
419;77414;2013;0.59024882;0.28422287;0.49079737;0.45508969;Saint-Hilliers;464
506;77507;2013;0.68398546;0.26736657;0.45498375;0.46877859;Villenauxe-la-Petite;503
598;78185;2013;0.80696186;0.50085337;0.76706024;0.69162516;Courgent;394
777;78624;2013;0.58071647;0.62112757;0.62788925;0.6099111;Triel-sur-Seine;11572
785;78650;2013;0.72992443;0.90683284;0.88782716;0.84152814;Le Vésinet;15847
990;91691;2013;0.65458762;0.58513783;0.6099182;0.61654788;Yerres;28797
1136;95059;2013;0.86620693;0.61370674;0.63376105;0.70455824;Berville;343
1204;95308;2013;0.52386308;0.56775513;0.61829345;0.56997055;Hérouville;610
1284;95627;2013;0.50598962;0.57832698;0.67856261;0.5876264;Vallangoujard;643
1407;77091;2006;;0.39776628;0.52151776;;Les Chapelles-Bourbon;368
1464;77150;2006;;0.28347996;0.52289298;;Cuisy;445
1494;77182;2006;0.23146198;0.04387357;0.30095319;0.19209625;La Ferté-Gaucher;4057
1644;77336;2006;0.69308967;0.45532032;0.53965351;0.56268783;Neufmoutiers-en-Brie;977
1689;77385;2006;0.29127853;0.06207441;0.37060352;0.24131882;Rebais;2083
1899;78189;2006;0.69748936;0.72579363;0.78160733;0.73496344;Crespières;1642
1997;78416;2006;;0.40557992;0.62090605;;Montalet-le-Bois;322
2008;78444;2006;0.6500826;0.32416443;0.53487668;0.50304124;Neauphlette;915
2073;78620;2006;;0.78160226;0.72074421;;Toussus-le-Noble;831
2309;92044;2006;0.6134663;0.73369662;0.66744072;0.67153454;Levallois-Perret;62851
2443;95094;2006;;0.23439759;0.47531086;;Bouqueval;303
2921;77312;1999;0.51587563;0.37840097;0.55040456;0.48156038;Montigny-sur-Loing;2796
3060;77458;1999;0.33408074;0.03699144;0.3416862;0.23758613;Souppes-sur-Loing;5346
3589;91692;1999;0.56188957;0.34671148;0.35460128;0.42106744;Les Ulis;25781
3623;92076;1999;0.69036692;0.77334216;0.81879556;0.76083488;Vaucresson;8130
3632;93013;1999;0.42115532;0.18391599;0.3272914;0.31078757;Le Bourget;12134
3643;93046;1999;0.48748646;0.21714035;0.49655207;0.40039296;Livry-Gargan;37283
3670;94011;1999;0.33536891;0.1438181;0.3458504;0.27501247;Bonneuil-sur-Marne;15922
3744;95102;1999;;0.44773775;0.60359909;;Bréançon;332
71;77052;2013;0.67386558;0.47623167;0.593445;0.58118075;Bréau;335
107;77090;2013;0.57498528;0.37602933;0.49269221;0.4812356;La Chapelle-Saint-Sulpice;232
130;77115;2013;0.51691422;0.47753079;0.51679148;0.5037455;Chevry-en-Sereine;516
225;77214;2013;0.74883959;0.71957038;0.76658273;0.74499757;Gressy;883
700;78418;2013;0.67959962;0.72400147;0.70415234;0.70258448;Montesson;15183
719;78475;2013;0.62772194;0.6066085;0.69977856;0.644703;Osmoy;364
747;78550;2013;0.80218867;0.79719501;0.75531919;0.78490096;Saint-Germain-de-la-Grange;1843
918;91441;2013;0.96276971;0.48889296;0.65203026;0.70123098;Nainville-les-Roches;463
955;91577;2013;0.66770775;0.52320821;0.62410848;0.60500815;Saintry-sur-Seine;5343
1073;94015;2013;0.64586279;0.74725806;0.68942047;0.69418044;Bry-sur-Marne;16423
1133;95055;2013;0.0;0.42448534;0.61319416;0.34589317;Bellefontaine;450
1343;77025;2006;0.42113463;0.08351397;0.42541617;0.31002159;Bazoches-lès-Bray;776
1598;77288;2006;0.42412111;0.35400602;0.31588674;0.36467129;Melun;37663
1645;77337;2006;0.45513353;0.39609916;0.34223804;0.39782358;Noisiel;15379
1835;78006;2006;0.39442698;0.42457542;0.63372907;0.48424382;Adainville;775
2009;78451;2006;0.68581012;0.33706872;0.56308616;0.528655;Nézel;944
2134;91130;2006;0.52770994;0.45694086;0.56265802;0.51576961;Chalo-Saint-Mars;1132
2169;91243;2006;0.8129822;0.52683134;0.64200971;0.66060775;Fontenay-lès-Briis;1713
2259;91589;2006;0.6147123;0.42789088;0.54662392;0.52974237;Savigny-sur-Orge;37259
2269;91631;2006;0.64755936;0.60449206;0.71032897;0.6541268;Varennes-Jarcy;2263
2282;91666;2006;0.6253112;0.39167421;0.57907941;0.53202161;Villejust;2059
2332;93010;2006;0.49447676;0.25073504;0.25200786;0.33240655;Bondy;53311
2399;94065;2006;0.65731594;0.61163067;0.63175401;0.63356687;Rungis;5644
2581;95612;2006;0.452985;0.20979732;0.45227315;0.37168516;Le Thillay;3969
2619;77001;1999;0.47451452;0.45119959;0.57803452;0.50124954;Achères-la-Forêt;1046
2688;77072;1999;0.50544458;0.11330312;0.34860327;0.32245032;Chalautre-la-Grande;609
2692;77077;1999;0.31539322;0.10692073;0.49241709;0.30491035;Chambry;842
2939;77331;1999;0.45539234;0.06238502;0.37456184;0.2974464;Nanteuil-sur-Marne;456
3054;77452;1999;;0.60483871;;;Sigy;70
3096;77495;1999;0.51212817;0.29040654;0.51170931;0.43808134;Vert-Saint-Denis;7486
3370;78616;1999;0.45779646;0.43271669;0.62648311;0.50566542;Thoiry;969
3398;91022;1999;;0.22488385;;;Arrancourt;133
3421;91100;1999;0.41872623;0.32854082;0.57078518;0.43935074;Bouville;539
3426;91111;1999;0.62464551;0.43772641;0.61754467;0.5599722;Briis-sous-Forges;3212
3477;91284;1999;0.53804059;0.23884616;0.56192573;0.44627083;Les Granges-le-Roi;873
3664;93078;1999;0.48815572;0.17217646;0.35522938;0.33852052;Villepinte;33795
3785;95257;1999;0.53443213;0.45159017;0.63935321;0.54179184;La Frette-sur-Seine;4390
3793;95282;1999;;0.44307025;0.66740421;;Gouzangrez;171
158;77143;2013;0.74930529;0.48216862;0.50106516;0.57751303;Crégy-lès-Meaux;4711
187;77174;2013;0.5041718;0.31171114;0.47352275;0.4298019;Everly;605
299;77288;2013;0.52014687;0.44284604;0.32605959;0.42968417;Melun;40066
669;78356;2013;0.67900431;0.5896217;0.61610084;0.62824228;Magny-les-Hameaux;9063
759;78575;2013;0.65772586;0.80873754;0.76240531;0.74295624;Saint-Rémy-lès-Chevreuse;7725
846;91174;2013;0.54138437;0.38996334;0.30019155;0.41051309;Corbeil-Essonnes;47632
993;92004;2013;0.63229973;0.70253519;0.55610809;0.63031434;Asnières-sur-Seine;86020
1024;92075;2013;0.7225959;0.7880088;0.65174067;0.72078179;Vanves;28170
1154;95141;2013;0.58;0.47460997;;;Charmont;27
1175;95212;2013;0.6306877;0.43557038;0.42625733;0.49750514;Épiais-lès-Louvres;113
1190;95268;2013;0.5923395;0.18339003;0.07462906;0.28345286;Garges-lès-Gonesse;41782
1299;95690;2013;0.67375748;0.60447067;0.73931919;0.67251578;Wy-dit-Joli-Village;309
1349;77031;2006;0.56568705;0.37158332;0.58369661;0.50698899;Bernay-Vilbert;814
1418;77103;2006;;0.49936369;0.57245452;;Châtillon-la-Borde;218
1506;77195;2006;0.51512113;0.34712659;0.60476576;0.4890045;Fouju;489
1581;77271;2006;;0.16514115;;;Maisoncelles-en-Gâtinais;131
1587;77277;2006;0.38966436;0.36412257;0.55125322;0.43501339;Marles-en-Brie;1409
1638;77329;2006;0.86102826;0.33025907;0.56193484;0.58440739;Nanteau-sur-Lunain;683
1672;77367;2006;;0.25819202;0.46622135;;Le Plessis-Placy;264
1990;78403;2006;0.60194175;0.43032553;0.6000835;0.54411693;Mézy-sur-Seine;1893
2121;91099;2006;0.39880791;0.42899861;0.57321765;0.46700805;Boutigny-sur-Essonne;3075
2219;91458;2006;0.62645502;0.57635443;0.63853219;0.61378055;Nozay;4705
2230;91495;2006;;0.39743788;0.45686304;;Plessis-Saint-Benoist;306
2364;93077;2006;0.62703787;0.41169029;0.46895341;0.50256052;Villemomble;28339
2522;95388;2006;0.62707598;0.40734675;0.53909679;0.52450651;Menucourt;5182
2615;75117;1999;0.57010448;0.65599965;0.62236195;0.61615536;Paris 17e Arrondissement;161138
2639;77022;1999;0.53923139;0.48052545;0.64983118;0.55652934;Barbizon;1493
2689;77073;1999;;0.23320414;0.48510765;;Chalautre-la-Petite;567
2727;77114;1999;0.47187983;0.33468462;0.55889623;0.45515356;Chevry-Cossigny;3312
2820;77210;1999;0.51305526;0.15547024;0.46674959;0.37842503;La Grande-Paroisse;2489
2858;77249;1999;0.58052186;0.52384604;0.69206267;0.59881019;Lésigny;7647
3034;77432;1999;0.4668817;0.11156445;0.42872194;0.3357227;Saint-Rémy-la-Vanne;807
3073;77471;1999;0.31418481;0.3576824;0.50820529;0.3933575;Tousson;376
3119;77522;1999;0.55624418;0.00916422;0.36608833;0.31049891;Villiers-sur-Seine;316
3226;78262;1999;0.26827561;0.4058332;0.60768321;0.42726401;Galluis;1034
3229;78265;1999;0.55785666;0.33635922;0.57649143;0.49023577;Garancières;2241
3283;78391;1999;0.57877511;0.12673623;0.44929334;0.38493489;Méricourt;360
3376;78638;1999;0.37596381;0.34243308;0.56467524;0.42769071;Vaux-sur-Seine;4368
3407;91064;1999;0.52373216;0.57854581;0.714178;0.60548532;Bièvres;4017
3448;91182;1999;0.48353816;0.40585541;0.40498704;0.4314602;Courcouronnes;13965
3721;95024;1999;;0.31169076;0.45315805;;Arthies;258
3734;95059;1999;0.305468;0.41268565;0.59095415;0.43636927;Berville;366
3763;95176;1999;0.48398431;0.34161103;0.58935938;0.47165158;Cormeilles-en-Parisis;19645
3776;95218;1999;0.47355379;0.30148365;0.50634916;0.42712886;Éragny;15534
35;77015;2013;0.59281722;0.28278152;0.448266;0.44128825;Baby;99
128;77113;2013;0.59223524;0.29617009;0.44135377;0.44325303;Chevru;1096
401;77396;2013;0.28253425;0.19616422;0.4635596;0.31408602;Rupéreux;102
414;77409;2013;0.47245137;0.2691393;0.44849892;0.39669653;Saint-Germain-Laval;2821
537;78007;2013;0.80947854;0.89240616;0.85943766;0.85377412;Aigremont;1139
661;78335;2013;0.61267195;0.2873783;0.35705978;0.41903668;Limay;16040
709;78444;2013;0.84592348;0.40421701;0.61741737;0.62251929;Neauphlette;868
937;91521;2013;0.65191401;0.39757038;0.38916829;0.47955089;Ris-Orangis;27312
1216;95355;2013;0.37084477;0.3353651;0.4787469;0.39498559;Magny-en-Vexin;5668
1386;77069;2006;0.4825146;0.37409671;0.56857115;0.47506082;Chailly-en-Bière;2132
1507;77196;2006;0.38195075;0.46831049;0.56300591;0.47108905;Fresnes-sur-Marne;628
1579;77269;2006;0.53497253;0.36419847;0.5801201;0.49309704;Maincy;1710
1601;77291;2006;0.34557233;0.18111873;0.41188145;0.3128575;Le Mesnil-Amelot;682
1617;77307;2006;0.75321282;0.65397071;0.62286897;0.67668417;Montévrain;5208
1640;77331;2006;0.09838746;0.21852697;0.40291771;0.23994405;Nanteuil-sur-Marne;462
1673;77368;2006;;0.17203331;0.4336511;;Poigny;447
1738;77435;2006;0.88381271;0.56604392;0.69891971;0.71625878;Saint-Sauveur-sur-École;1079
1749;77446;2006;0.30357239;0.33623218;0.45979738;0.36653398;Savins;595
1780;77477;2006;0.67944982;0.40030622;0.57421613;0.55132406;Ury;836
1805;77507;2006;;0.21160466;0.36828912;;Villenauxe-la-Petite;426
2061;78588;2006;0.62975307;0.55726488;0.60732912;0.59811569;Saulx-Marchais;784
2086;78655;2006;;0.62956756;0.7243051;;Vieille-Église-en-Yvelines;763
2094;78688;2006;0.67880843;0.8384855;0.74355767;0.7536172;Voisins-le-Bretonneux;12366
2135;91131;2006;;0.5033557;0.54858687;;Chalou-Moulineux;396
2158;91207;2006;0.57253288;0.27350925;0.47509384;0.44037865;Égly;5212
2490;95270;2006;0.49717897;0.30265433;0.54722859;0.44902063;Genainville;531
2508;95328;2006;0.66948911;0.53000449;0.63062076;0.61003812;Labbeville;505
2543;95462;2006;0.66521836;0.36512432;0.44193763;0.4907601;Omerville;305
2732;77119;1999;;0.15686692;0.42099002;;Clos-Fontaine;271
2875;77266;1999;0.3404188;0.25569617;0.48437381;0.36016292;Machault;634
2910;77301;1999;0.42019144;0.00293255;0.31351166;0.24554522;Montceaux-lès-Provins;337
3121;77524;1999;0.84860254;0.0462143;0.37678413;0.42386699;Vimpelles;438
3213;78231;1999;;0.07660878;;;Favrieux;124
3596;92019;1999;0.50251883;0.4623309;0.51498799;0.49327924;Châtenay-Malabry;30556
3708;94077;1999;0.49672569;0.13623543;0.42984556;0.35426889;Villeneuve-le-Roi;18293
3821;95388;1999;0.55677842;0.22974433;0.52630389;0.43760888;Menucourt;5080
3869;95580;1999;0.50068262;0.65609128;0.79875968;0.65184453;Saint-Witz;1925
3879;95611;1999;;0.13848159;;;Theuville;59
99;77082;2013;0.78604869;0.40422581;0.55113109;0.58046853;Champeaux;814
253;77242;2013;0.71439594;0.16209091;0.45774148;0.44474278;Jutigny;541
268;77257;2013;0.38817383;0.16832845;0.31886541;0.29178923;Lizy-sur-Ourcq;3612
349;77340;2013;0.49930951;0.41800587;0.5956543;0.50432322;Nonville;602
431;77427;2013;0.65805369;0.52083284;0.61270833;0.59719829;Saint-Mesmes;600
486;77482;2013;0.54959289;0.22134897;0.41268781;0.39454323;Varennes-sur-Seine;3416
528;77529;2013;0.65958854;0.52810264;0.61552943;0.60107354;Voulangis;1541
593;78164;2013;0.21036489;0.7691349;0.75743657;0.57897878;Clairefontaine-en-Yvelines;818
603;78193;2013;0.63227178;0.79814516;0.78555573;0.73865756;Dampierre-en-Yvelines;1063
610;78217;2013;0.68558418;0.42833431;0.56364041;0.5591863;Épône;6462
702;78423;2013;0.66432988;0.80993988;0.66669651;0.71365542;Montigny-le-Bretonneux;33625
764;78591;2013;0.46144638;0.432261;0.58992052;0.49454263;Septeuil;2334
1040;93031;2013;0.54085626;0.35866862;0.21377837;0.37110108;Épinay-sur-Seine;54857
1088;94044;2013;0.70622498;0.49377419;0.47374599;0.55791505;Limeil-Brévannes;22816
1093;94053;2013;0.64709839;0.56955718;0.62668202;0.61444586;Noiseau;4699
1219;95370;2013;0.64562255;0.46646481;0.56665549;0.55958095;Marines;3433
1363;77045;2006;0.53470444;0.24742593;0.47192244;0.4180176;Bougligny;695
1410;77095;2006;0.64505716;0.33350183;0.55441003;0.51098967;Charny;1183
1686;77382;2006;0.54059048;0.44085431;0.54582591;0.50909023;Quincy-Voisins;4901
1731;77428;2006;0.45707579;0.27141698;0.51210732;0.41353336;Saint-Ouen-en-Brie;843
1979;78382;2006;0.66237541;0.49981442;0.60113835;0.58777606;Maurecourt;4057
2177;91275;2006;0.74539361;0.61965211;0.68146185;0.68216919;Gometz-le-Châtel;2060
2205;91399;2006;;0.16408323;0.4838666;;Mespuits;170
2218;91457;2006;0.69689262;0.48014844;0.6117085;0.59624985;La Norville;3960
2233;91511;2006;0.29972219;0.1196806;0.45137027;0.29025769;Pussay;1733
2403;94070;2006;0.66474667;0.62515928;0.7086346;0.66618018;Santeny;3550
2460;95157;2006;;0.5079195;0.5400429;;Chérence;150
2729;77116;1999;0.53264849;0.11354373;0.44962641;0.36527288;Choisy-en-Brie;1152
2792;77181;1999;0.65684539;0.32020057;0.58668182;0.52124259;Ferrières-en-Brie;1660
2836;77227;1999;0.53002495;0.16510186;0.41905167;0.37139283;Hermé;526
2863;77254;1999;0.32894745;0.20887512;0.55112319;0.36298192;Liverdy-en-Brie;1033
2888;77279;1999;0.51008887;0.12108793;0.41321341;0.34813007;Marolles-sur-Seine;1357
2963;77358;1999;0.31309554;0.15469084;0.51625764;0.32801468;Penchard;799
3015;77412;1999;0.25578666;0.23788312;0.60889315;0.36752098;Saint-Germain-sur-École;328
3488;91332;1999;0.46953335;0.4249226;0.63526062;0.50990552;Leudeville;1187
3606;92036;1999;0.40663367;0.0935608;0.14764754;0.21594734;Gennevilliers;42344
3641;93039;1999;0.41269068;0.17007277;0.23309608;0.27195317;L'Île-Saint-Denis;6822
3886;95641;1999;0.55519757;0.19491808;0.51499064;0.4217021;Vémars;2058
115;77099;2013;0.39510411;0.20499413;0.41460133;0.33823319;Château-Landon;3198
489;77485;2013;0.55685026;0.56416276;0.6385187;0.58651057;Le Vaudoué;767
3769;95203;1999;0.56897161;0.37702414;0.56805016;0.50468197;Eaubonne;22867
3884;95633;1999;;0.03506311;;;Vaudherland;88
162;77147;2013;0.9777629;0.34783871;0.5212389;0.6156135;La Croix-en-Brie;673
599;78188;2013;0.64066975;0.54787243;0.55802434;0.58218884;Cravent;436
642;78296;2013;0.57204213;0.52652639;0.6460026;0.58152371;Guitrancourt;635
14;75114;2013;0.67865274;0.83976393;0.63707843;0.71849837;Paris 14e Arrondissement;140799
67;77048;2013;0.54585241;0.6078651;0.61142561;0.58838104;Bourron-Marlotte;2690
105;77088;2013;0.46969856;0.30318328;0.49657129;0.42315104;La Chapelle-la-Reine;2521
121;77106;2013;0.51131314;0.44802933;0.5307456;0.49669602;Chauffry;1023
252;77241;2013;0.53117932;0.38470235;0.52759354;0.4811584;Juilly;2242
314;77303;2013;0.72627906;0.16940909;0.38659003;0.42742606;Montdauphin;238
342;77332;2013;0.13794371;0.37431085;0.52713459;0.34646305;Nantouillet;278
443;77439;2013;0.41167434;0.29032258;0.51000493;0.40400062;Salins;1029
449;77445;2013;0.54320309;0.49227273;0.42091536;0.48546373;Savigny-le-Temple;30068
552;78050;2013;0.63697268;0.76122287;0.8014057;0.73320042;Bazoches-sur-Guyonne;562
567;78090;2013;0.63750103;0.39392962;0.59635864;0.54259643;Bouafle;2083
651;78314;2013;0.70491149;0.43144868;0.51518016;0.55051344;Issou;4359
668;78354;2013;0.54940176;0.33678886;0.53403236;0.47340766;Magnanville;5943
715;78466;2013;0.75046245;0.79913783;0.8125013;0.78736719;Orgeval;5985
723;78486;2013;0.76231535;0.54031232;0.63299287;0.64520685;Le Perray-en-Yvelines;6713
1;75101;2013;0.71578021;0.93430792;0.75385693;0.80131502;Paris 1er Arrondissement;17022
3;75103;2013;0.69849821;0.94716276;0.72525936;0.79030678;Paris 3e Arrondissement;35666
122;77107;2013;0.48493417;0.39538856;0.52401458;0.46811244;Chaumes-en-Brie;2976
240;77229;2013;0.70121376;0.45470235;0.58220408;0.57937339;La Houssaye-en-Brie;1621
271;77260;2013;0.43883354;0.185239;0.36474833;0.32960696;Longueville;1802
298;77287;2013;0.66027731;0.1749868;0.41398474;0.41641628;Meilleray;507
455;77451;2013;0.38274399;0.30564076;0.54154865;0.4099778;Signy-Signets;607
512;77513;2013;0.77836451;0.42541642;0.51502399;0.57293498;Villenoy;4274
522;77523;2013;0.53605487;0.21395601;0.46932141;0.4064441;Villuis;268
575;78118;2013;0.62678746;0.37430499;0.49215144;0.49774796;Buchelay;2811
596;78171;2013;0.56628558;0.67149707;0.64202009;0.62660091;Condé-sur-Vesgre;1157
1202;95304;2013;0.98887961;0.77153959;0.79801688;0.85281203;Hédouville;253
686;78396;2013;0.61098336;0.67502199;0.75123679;0.67908071;Le Mesnil-le-Roi;6365
1218;95369;2013;0.62420896;0.74234751;0.70611955;0.69089201;Margency;2913
825;91105;2013;0.61207259;0.50062757;0.5726875;0.56179588;Breuillet;8454
1246;95480;2013;0.61481106;0.63658798;0.6214367;0.62427858;Parmain;5573
885;91315;2013;0.61311946;0.48002493;0.60142344;0.56485595;Itteville;6659
1322;77003;2006;;0.41196825;0.55070725;;Amponville;355
1005;92032;2013;0.68954624;0.70819208;0.59889643;0.66554492;Fontenay-aux-Roses;22378
1380;77062;2006;0.67768332;0.46674602;0.59180626;0.5787452;Carnetin;427
1256;95509;2013;0.7335646;0.48834457;0.5658434;0.59591753;Puiseux-en-France;3305
1473;77159;2006;0.49635125;0.21783606;0.40672119;0.37363617;Donnemarie-Dontilly;2744
1273;95584;2013;0.82806875;0.58414516;0.68476057;0.69899149;Santeuil;649
1503;77192;2006;0.41528153;0.24577705;0.47360352;0.3782207;Fontenay-Trésigny;4967
1361;77043;2006;0.36663281;0.21134244;0.4999044;0.35929322;Boitron;371
1518;77207;2006;;0.23471777;0.36780659;;Gironville;190
1436;77122;2006;0.5883494;0.42764465;0.51511574;0.51036993;Combs-la-Ville;21603
1583;77273;2006;;0.37725039;0.47304368;;Marchémoret;455
1597;77287;2006;0.71629081;0.12126745;0.32421503;0.38725777;Meilleray;475
1595;77285;2006;0.45482898;0.27027376;0.34997864;0.35836046;Le Mée-sur-Seine;20580
1715;77411;2006;0.84830434;0.42184705;0.50204212;0.59073117;Saint-Germain-sous-Doue;461
1639;77330;2006;0.52465867;0.35513064;0.51959286;0.46646072;Nanteuil-lès-Meaux;5278
1773;77470;2006;0.45940581;0.37945256;0.50443791;0.44776543;Tournan-en-Brie;8348
1779;77476;2006;;0.2715477;0.50602976;;Trocy-en-Multien;257
2161;91222;2006;;0.32495839;0.496474;;Estouches;209
1951;78317;2006;0.28886641;0.46579533;0.61666739;0.45710971;Jambville;754
2247;91552;2006;0.58742548;0.33259948;0.47210946;0.46404481;Saint-Germain-lès-Arpajon;9108
2026;78499;2006;;0.56674023;0.64199799;;Ponthévrard;542
2497;95295;2006;;0.31964813;0.61803486;;Guiry-en-Vexin;164
2142;91156;2006;0.59467523;0.53896171;0.60351743;0.57905146;Cheptainville;1778
2544;95476;2006;0.60690156;0.47088836;0.54073761;0.53950918;Osny;15996
2236;91521;2006;0.6213675;0.32429536;0.43155298;0.45907195;Ris-Orangis;26620
2728;77115;1999;0.70116;0.1904314;0.43581803;0.44246981;Chevry-en-Sereine;455
2343;93045;2006;0.53660573;0.50634029;0.47108011;0.50467538;Les Lilas;22071
2768;77155;1999;0.40268082;0.26264841;0.53296087;0.39943003;Dampmart;2759
2366;93079;2006;0.55285816;0.15793802;0.13709014;0.28262877;Villetaneuse;11887
2781;77170;1999;0.36911976;0.21820611;0.5015279;0.36295126;Épisy;491
2451;95134;2006;0.62811761;0.37841957;0.55207124;0.51953614;Champagne-sur-Oise;4404
2909;77300;1999;0.24523648;0.21730281;0.4957514;0.31943023;Montceaux-lès-Meaux;570
2472;95210;2006;0.67778787;0.69700451;0.66560834;0.68013357;Enghien-les-Bains;12121
3110;77513;1999;0.51107284;0.25183184;0.47079121;0.41123196;Villenoy;3541
2485;95256;2006;0.58577089;0.45085425;0.60244176;0.54635563;Frépillon;2577
3329;78505;1999;;0.44248776;0.52544554;;Prunay-le-Temple;301
2496;95288;2006;0.50825894;0.42232812;0.55028378;0.49362361;Groslay;8011
3465;91232;1999;0.35168728;0.29588201;0.5367101;0.3947598;La Ferté-Alais;3547
2623;77005;1999;0.53132862;0.31552451;0.59188746;0.4795802;Annet-sur-Marne;2482
3669;94004;1999;0.42914561;0.25219213;0.40124873;0.36086215;Boissy-Saint-Léger;15280
2767;77154;1999;0.50349428;0.25529424;0.54928931;0.43602594;Dammartin-sur-Tigeaux;725
3717;95014;1999;0.25980503;0.41247146;0.65030255;0.44085968;Andilly;2013
2801;77191;1999;0.4639722;0.19338675;0.46976164;0.37570687;Fontenailles;887
3806;95323;1999;0.53013643;0.33657317;0.46835863;0.44502275;Jouy-le-Moutier;17788
2985;77382;1999;0.49217959;0.25318693;0.54150979;0.42895877;Quincy-Voisins;4559
3832;95430;1999;0.42528687;0.34236825;0.5995483;0.45573447;Montsoult;3515
3022;77419;1999;0.36571301;0.16242657;0.43466808;0.32093589;Saint-Mammès;3088
3026;77424;1999;;0.17398346;0.36261255;;Saint-Martin-du-Boschet;187
3076;77474;1999;0.29079555;0.23878176;0.4798451;0.33647414;Trilbardou;519
3156;78071;1999;0.49587192;0.19382959;0.53833513;0.40934555;Boinville-le-Gaillard;496
3236;78285;1999;0.62613314;0.35247858;0.58367677;0.52076283;Gressey;476
3254;78324;1999;;0.16993542;0.53612009;;Jouy-Mauvoisin;505
3260;78337;1999;0.63890302;0.14842741;0.4879917;0.42510738;Limetz-Villez;1755
3359;78586;1999;0.49496964;0.23408393;0.44253971;0.3905311;Sartrouville;50222
3416;91093;1999;0.68032791;0.5896816;0.73776186;0.66925712;Boullay-les-Troux;581
3661;93073;1999;0.47679217;0.16288831;0.4428878;0.36085609;Tremblay-en-France;33852
3663;93077;1999;0.51762414;0.28241718;0.47026325;0.42343486;Villemomble;26967
3795;95288;1999;0.38167558;0.30469467;0.55129195;0.41255407;Groslay;7347
3796;95295;1999;;0.3565431;0.56270526;;Guiry-en-Vexin;176
3840;95456;1999;0.61432682;0.2176554;0.53302938;0.45500387;Noisy-sur-Oise;668
95;77078;2013;0.61487282;0.4515044;0.51922616;0.52853446;Chamigny;1376
205;77193;2013;0.63202451;0.60236217;0.60894078;0.61444249;Forfry;256
316;77305;2013;0.42564238;0.18635777;0.17580786;0.26260267;Montereau-Fault-Yonne;17173
454;77450;2013;0.76996312;0.55951173;0.65140954;0.6602948;Servon;3138
538;78009;2013;0.51369489;0.37431965;0.52404022;0.47068492;Allainville;297
559;78072;2013;0.74277862;0.50981818;0.66374336;0.63878005;Boinvilliers;271
