﻿objectid;insee;annee;sante_plaf;educ_plaf;revenu_plaf;idh2;nomcom;pop
238;77227;2013;0.72052287;0.34529032;0.48480262;0.51687194;Hermé;646
345;77336;2013;0.68365314;0.51673754;0.59538143;0.5985907;Neufmoutiers-en-Brie;921
354;77345;2013;0.48052812;0.42703372;0.54065169;0.48273784;Orly-sur-Morin;676
359;77352;2013;0.64891271;0.49574047;0.60488067;0.58317795;Ozouer-le-Voulgis;1837
447;77443;2013;0.41446886;0.46589736;0.5578548;0.47940701;Sancy;379
667;78350;2013;0.71009446;0.84804252;0.82109428;0.79307709;Louveciennes;7054
753;78562;2013;0.71238725;0.70781672;0.64954346;0.68991581;Saint-Léger-en-Yvelines;1456
800;91022;2013;0.22410401;0.52702933;0.52917165;0.42676833;Arrancourt;131
888;91326;2013;0.63849692;0.63496041;0.52051716;0.5979915;Juvisy-sur-Orge;15545
912;91421;2013;0.60046752;0.53724194;0.53995312;0.55922086;Montgeron;23565
1010;92044;2013;0.72417588;0.81012903;0.71466909;0.749658;Levallois-Perret;65264
1044;93045;2013;0.66810161;0.61426393;0.50926944;0.59721166;Les Lilas;22819
1257;95510;2013;0.68122901;0.52657478;0.58187844;0.59656074;Puiseux-Pontoise;406
1508;77197;2006;;0.32258065;;;Frétoy;151
1662;77356;2006;;0.04189362;;;Passy-sur-Seine;39
1800;77500;2006;0.64168253;0.35303406;0.51482573;0.50318078;Villebéon;466
1806;77508;2006;0.47875668;0.40200688;0.55114407;0.47730254;Villeneuve-le-Comte;1755
1836;78007;2006;0.79605062;0.82183213;0.8839318;0.83393818;Aigremont;1063
1935;78281;2006;0.72062715;0.55736142;0.60092502;0.62630453;Goussonville;590
2018;78475;2006;;0.55267312;0.63595799;;Osmoy;404
2077;78638;2006;0.43836103;0.46561296;0.59170429;0.49855943;Vaux-sur-Seine;4745
2188;91330;2006;0.60444616;0.43984396;0.58977639;0.54468884;Lardy;5694
2240;91534;2006;0.37702694;0.64144619;0.72062104;0.57969806;Saclay;3003
2261;91599;2006;0.46462422;0.32675799;0.59295218;0.4614448;Soisy-sur-École;1358
2271;91635;2006;0.42333359;0.69357245;0.7632592;0.62672175;Vauhallan;2010
2316;92060;2006;0.55426686;0.5754412;0.58348986;0.57106598;Le Plessis-Robinson;23312
2420;95019;2006;0.57721749;0.22862547;0.42571946;0.41052081;Arnouville;12833
2430;95052;2006;0.40218635;0.34387374;0.41641589;0.38749199;Beaumont-sur-Oise;8776
2454;95142;2006;0.32319842;0.23010617;0.48855372;0.3472861;Chars;1766
2564;95554;2006;0.67333409;0.36381103;0.56737728;0.5348408;Saint-Gervais;953
2566;95563;2006;0.61251478;0.53843648;0.62634271;0.59243132;Saint-Leu-la-Forêt;14586
2749;77136;1999;;0.45955225;0.69597973;;Courquetaine;173
2782;77171;1999;0.49806631;0.26698321;0.52478948;0.42994633;Esbly;5129
2978;77374;1999;0.53484339;0.2688172;0.57038479;0.45801513;Pontcarré;1816
2982;77379;1999;0.33516923;0.11818986;0.28129354;0.24488421;Provins;11684
3132;78003;1999;0.42814428;0.23806199;0.488145;0.38478376;Ablis;2705
3222;78246;1999;0.55966502;0.34088233;0.5327302;0.47775919;Fontenay-Saint-Père;989
3242;78299;1999;0.33639694;0.30396389;0.56495635;0.40177239;Hardricourt;1914
3281;78385;1999;;0.17319053;0.50297608;;Ménerville;191
3451;91191;1999;0.47871686;0.3139646;0.55813051;0.45027066;Crosne;8148
3637;93030;1999;0.48492913;0.10786263;0.2423148;0.27836885;Dugny;8635
3672;94016;1999;0.46299726;0.42993312;0.50573634;0.46622224;Cachan;24835
3779;95241;1999;0.37019018;0.2441023;0.5080621;0.37411819;Fontenay-en-Parisis;1707
3781;95252;1999;0.54784383;0.28108644;0.49914001;0.44269009;Franconville;33492
20;75120;2013;0.62406554;0.67040616;0.43489665;0.57645612;Paris 20e Arrondissement;194771
72;77053;2013;0.53954338;0.41786217;0.54055195;0.49931917;Brie-Comte-Robert;16529
357;77349;2013;0.62281162;0.4159824;0.57485733;0.53788379;Othis;6463
392;77387;2013;0.44861174;0.36482405;0.48125924;0.43156501;Remauville;471
445;77441;2013;0.62308939;0.74258504;0.7030714;0.68958194;Samois-sur-Seine;2095
497;77494;2013;0.75400708;0.44033871;0.55552472;0.58329017;Vernou-la-Celle-sur-Seine;2713
539;78010;2013;0.76133401;0.69500733;0.80108379;0.75247504;Les Alluets-le-Roi;1229
683;78385;2013;0.74986152;0.3337566;0.58327278;0.5556303;Ménerville;219
1030;93006;2013;0.54248996;0.41013636;0.25360502;0.40207712;Bagnolet;35984
1308;75109;2006;0.58416825;0.84872551;0.67218091;0.70169156;Paris 9e Arrondissement;58497
1408;77093;2006;0.90588249;0.26332554;0.45641524;0.54187442;La Chapelle-Moutils;352
1453;77139;2006;0.57449978;0.39972327;0.58395494;0.51939267;Courtry;5983
1791;77489;2006;;0.20804087;;;Vaux-sur-Lunain;197
2037;78522;2006;0.61374242;0.76186311;0.72159544;0.69906699;Rochefort-en-Yvelines;913
2082;78646;2006;0.68063077;0.76830653;0.67622042;0.70838591;Versailles;87549
2138;91136;2006;0.39589625;0.31106081;0.53229074;0.4130826;Champlan;2439
2243;91544;2006;0.53875839;0.47807611;0.57887105;0.53190185;Saint-Cyr-la-Rivière;488
2257;91581;2006;0.52641986;0.53663011;0.66845005;0.57716667;Saint-Yon;876
2555;95509;2006;0.49136501;0.31842116;0.55272485;0.45417034;Puiseux-en-France;3414
2686;77070;1999;0.21797518;0.11993565;0.46831489;0.26874191;Chailly-en-Brie;1179
2806;77196;1999;0.51539721;0.20426419;0.5224209;0.41402743;Fresnes-sur-Marne;441
2835;77226;1999;0.41461004;0.3626304;0.57459712;0.45061252;Héricy;2519
2935;77327;1999;0.44278617;0.07473788;0.3535153;0.29034645;Nangis;7472
3075;77473;1999;0.80559425;0.19640853;0.53903949;0.51368076;Treuzy-Levelay;431
3215;78234;1999;;0.27380454;;;Flacourt;127
3293;78410;1999;0.53434868;0.25628493;0.50371541;0.43144967;Moisson;794
3452;91195;1999;0.38385458;0.31559293;0.62141175;0.44028642;Dannemois;680
3489;91333;1999;0.52989361;0.34313254;0.55697776;0.47666797;Leuville-sur-Orge;3757
3616;92062;1999;0.53882525;0.49998529;0.49813721;0.51231592;Puteaux;40871
167;77152;2013;0.56994986;0.37864956;0.36628757;0.43829566;Dammarie-les-Lys;21094
191;77178;2013;0.67091437;0.35668328;0.57264024;0.53341263;Faÿ-lès-Nemours;479
216;77204;2013;0.5737434;0.28248827;0.50409538;0.45344235;Germigny-sous-Coulombs;209
247;77236;2013;1.0;0.2276217;0.53684955;0.58815708;Jaulnes;372
265;77254;2013;0.46422767;0.47206305;0.61328245;0.51652439;Liverdy-en-Brie;1310
344;77335;2013;0.61081936;0.32962023;0.58387598;0.50810519;Chauconin-Neufmontiers;2911
452;77448;2013;0.72785753;0.38219648;0.52631781;0.54545727;Sept-Sorts;432
590;78160;2013;0.57559216;0.77908944;0.72693938;0.69387366;Chevreuse;5750
666;78349;2013;0.74117534;0.76979472;0.75301974;0.75466327;Longvilliers;499
682;78384;2013;0.64695983;0.71994135;0.82512826;0.73067648;Médan;1406
687;78397;2013;0.6519287;0.74797067;0.74811252;0.71600397;Le Mesnil-Saint-Denis;6605
710;78451;2013;0.775905;0.42358798;0.5819715;0.59382149;Nézel;1116
768;78606;2013;;0.71847507;;;Le Tartre-Gaudran;32
803;91037;2013;0.65072614;0.45491349;0.56569998;0.5571132;Auvernaux;347
827;91109;2013;0.71754661;0.51224487;0.57093644;0.60024264;Brières-les-Scellés;1161
879;91284;2013;0.82994664;0.45073314;0.54852848;0.60973609;Les Granges-le-Roi;1154
900;91376;2013;0.68367498;0.52719355;0.61354724;0.60813859;Marolles-en-Hurepoix;5081
946;91547;2013;0.51663115;0.49110264;0.52411714;0.51061698;Saint-Escobille;483
981;91662;2013;0.83506808;0.59657331;0.67804813;0.70322984;Villeconin;721
1043;93039;2013;0.57652205;0.32695601;0.19344508;0.36564105;L'Île-Saint-Denis;6982
1047;93048;2013;0.57823902;0.50849267;0.34137824;0.47603664;Montreuil;104139
1138;95061;2013;0.44289996;0.69471261;0.69832622;0.6119796;Béthemont-la-Forêt;434
1222;95387;2013;0.48274462;0.61382258;;;Menouville;91
1251;95491;2013;0.65714522;0.55549413;0.63448565;0.61570833;Le Plessis-Bouchard;8040
1334;77015;2006;;0.17281106;;;Baby;68
1435;77121;2006;0.67687402;0.44459346;0.54964116;0.55703621;Collégien;3191
1512;77201;2006;0.57563841;0.35247544;0.46086228;0.46299204;Gastins;631
1618;77308;2006;0.75670648;0.40110514;0.60502758;0.58761307;Montgé-en-Goële;692
1621;77311;2006;0.46818962;0.31143828;0.45750217;0.41237669;Montigny-Lencoup;1259
1631;77321;2006;0.56105455;0.17045071;0.39014449;0.37388325;Mousseaux-lès-Bray;654
1766;77463;2006;0.64426351;0.50712111;0.59834648;0.5832437;Thomery;3290
1781;77478;2006;0.23890203;0.24712903;0.43198653;0.30600586;Ussy-sur-Marne;934
1840;78015;2006;0.62049341;0.57013444;0.63171826;0.60744871;Andrésy;12558
1969;78358;2006;0.63881767;0.78420186;0.75185575;0.72495843;Maisons-Laffitte;22566
2173;91249;2006;0.52724751;0.54931184;0.61947218;0.56534385;Forges-les-Bains;3651
2252;91570;2006;0.62686239;0.42351001;0.51200532;0.52079257;Saint-Michel-sur-Orge;20041
2297;92019;2006;0.61011505;0.56832201;0.51864249;0.56569318;Châtenay-Malabry;31873
2354;93061;2006;0.47723844;0.40555941;0.35421056;0.41233614;Le Pré-Saint-Gervais;17240
2407;94075;2006;0.52157359;0.38012082;0.60189066;0.50119503;Villecresnes;9190
2507;95323;2006;0.59240205;0.43336482;0.48196911;0.50257866;Jouy-le-Moutier;17102
2633;77015;1999;;0.24660091;;;Baby;66
2643;77026;1999;0.22546617;0.23610502;0.40569206;0.28908775;Beauchery-Saint-Martin;363
2765;77152;1999;0.45535242;0.18478726;0.3531839;0.33110786;Dammarie-les-Lys;20641
3047;77445;1999;0.4949139;0.24746937;0.41123414;0.38453914;Savigny-le-Temple;22331
3262;78344;1999;0.58057982;0.19480519;0.4614597;0.41228157;Lommoye;525
3588;91691;1999;0.586229;0.36345295;0.59155;0.51374398;Yerres;27439
3684;94042;1999;0.53141621;0.41254738;0.56290808;0.50229056;Joinville-le-Pont;17111
3705;94074;1999;0.44502836;0.0700245;0.2593501;0.25813432;Valenton;11421
3723;95028;1999;0.75263361;0.28299621;0.57714283;0.53759088;Attainville;1732
3877;95607;1999;0.53248571;0.32675531;0.52894117;0.4627274;Taverny;25906
61;77042;2013;0.64152518;0.36604399;0.51094923;0.5061728;Boissy-le-Châtel;3105
103;77086;2013;0.39348439;0.42267595;0.50197053;0.43937696;La Chapelle-Gauthier;1474
182;77169;2013;0.50417915;0.60047801;0.55132705;0.55199474;Émerainville;7444
210;77198;2013;0.89435167;0.52297214;0.57608027;0.66446803;Fromont;207
323;77312;2013;0.64600261;0.58859238;0.6062669;0.61362063;Montigny-sur-Loing;2741
521;77522;2013;0.51254376;0.15453079;0.48400789;0.38369415;Villiers-sur-Seine;301
578;78124;2013;0.70008435;0.687261;0.67191955;0.68642163;Carrières-sur-Seine;15205
720;78478;2013;0.90558933;0.5906085;0.54502404;0.68040729;Paray-Douaville;251
796;91001;2013;0.30663283;0.54363783;0.57772258;0.47599775;Abbéville-la-Rivière;296
911;91414;2013;0.66688215;0.28532991;0.52647104;0.49289437;Monnerville;399
969;91630;2013;0.61899269;0.63277566;0.68665623;0.64614152;Le Val-Saint-Germain;1427
1087;94043;2013;0.65310639;0.6603827;0.49225963;0.60191624;Le Kremlin-Bicêtre;25863
1314;75115;2006;0.66889411;0.8476961;0.6894224;0.73533754;Paris 15e Arrondissement;232949
1372;77054;2006;0.59591001;0.19504233;0.4634767;0.41814301;La Brosse-Montceaux;706
1761;77458;2006;0.38680887;0.17895802;0.35322199;0.30632963;Souppes-sur-Loing;5531
1891;78163;2006;;0.57566114;0.62643892;;Civry-la-Forêt;330
1902;78193;2006;0.93019182;0.73073618;0.7612491;0.80739237;Dampierre-en-Yvelines;1162
2194;91345;2006;0.61470045;0.3856349;0.4864582;0.49559785;Longjumeau;21048
2212;91425;2006;0.5572382;0.47330733;0.58498716;0.5385109;Montlhéry;6374
2375;94018;2006;0.63600151;0.70488222;0.61350535;0.65146302;Charenton-le-Pont;28395
2380;94033;2006;0.58453345;0.52001339;0.49601012;0.53351899;Fontenay-sous-Bois;51727
2381;94034;2006;0.62138264;0.44495402;0.51633222;0.5275563;Fresnes;25575
2450;95127;2006;0.54702083;0.52924075;0.36447392;0.48024517;Cergy;56873
2679;77062;1999;0.45873722;0.45303015;0.63404126;0.51526954;Carnetin;435
2683;77067;1999;0.56919018;0.40632864;0.60552108;0.5270133;Cesson;7705
2726;77113;1999;0.12013786;0.03930511;0.28621953;0.14855417;Chevru;856
2755;77142;1999;0.41160806;0.23890411;0.52479958;0.39177058;Crécy-la-Chapelle;3822
3170;78108;1999;0.51579655;0.37103679;0.64377631;0.51020322;Les Bréviaires;1025
3189;78162;1999;0.63147387;0.60288888;0.64720623;0.62718966;Choisel;539
3239;78291;1999;0.5214687;0.17000298;0.53021828;0.40722998;Guerville;1900
3347;78557;1999;0.41679901;0.33754888;0.5593795;0.43790913;Saint-Hilarion;800
3447;91180;1999;0.36124007;0.29898749;0.54021762;0.40014839;Courances;350
3581;91666;1999;0.4385282;0.2369139;0.56256051;0.41266754;Villejust;1657
3634;93015;1999;0.62623266;0.30834264;0.60578584;0.51345371;Coubron;4620
3645;93048;1999;0.43134172;0.22909864;0.33119568;0.33054535;Montreuil;90735
3646;93049;1999;0.44949618;0.28345025;0.51830674;0.41708439;Neuilly-Plaisance;18244
3648;93051;1999;0.49384674;0.33566501;0.43916238;0.42289138;Noisy-le-Grand;58193
3768;95199;1999;0.48494814;0.28918214;0.53156907;0.43523312;Domont;14878
3797;95298;1999;0.32775471;0.40846251;0.61705948;0.45109223;Haravilliers;459
3846;95487;1999;0.32975617;0.00327294;0.28501587;0.20601499;Persan;9605
3872;95585;1999;0.45576189;0.13558317;0.15441822;0.24858776;Sarcelles;57851
150;77135;2013;0.48113701;0.38919795;0.53473791;0.46835762;Courpalay;1449
233;77222;2013;0.59504839;0.35847507;0.49196206;0.48182851;Guignes;3358
378;77372;2013;0.760095;0.55065249;0.58094706;0.63056485;Pomponne;3640
499;77496;2013;0.43228088;0.41152053;0.57865901;0.47415347;Vieux-Champagne;185
518;77519;2013;0.41301287;0.22904839;0.39295095;0.34500407;Villiers-Saint-Georges;1210
563;78082;2013;0.44071985;0.50656158;0.54522203;0.49750115;Boissy-Mauvoisin;621
754;78564;2013;0.70331607;0.52927419;0.6150455;0.61587859;Saint-Martin-de-Bréthencourt;642
797;91016;2013;0.56516254;0.21301906;0.42085438;0.39967866;Angerville;4174
854;91195;2013;0.69446793;0.51088416;0.60074762;0.60203324;Dannemois;846
1008;92036;2013;0.56290652;0.31760997;0.25291815;0.37781154;Gennevilliers;43219
1041;93032;2013;0.63434678;0.44933724;0.4790235;0.52090251;Gagny;39276
1081;94033;2013;0.66311424;0.60669648;0.52820492;0.59933855;Fontenay-sous-Bois;53124
1452;77138;2006;;0.38381921;0.57936578;;Courtomer;546
1467;77153;2006;0.55553625;0.41458238;0.55356803;0.50789555;Dammartin-en-Goële;7948
1493;77181;2006;0.55943266;0.53064028;0.58891896;0.55966397;Ferrières-en-Brie;2078
1539;77229;2006;0.68825566;0.39694066;0.5374235;0.54087328;La Houssaye-en-Brie;1585
1694;77390;2006;0.53009758;0.3327002;0.45262748;0.43847509;Roissy-en-Brie;21230
1703;77399;2006;;0.42332798;0.52694283;;Saint-Ange-le-Viel;226
1784;77481;2006;;0.2648756;0.46747903;;Vanvillé;177
1890;78162;2006;0.51303202;0.66302031;0.73614325;0.63739852;Choisel;518
2099;91022;2006;;0.37573314;;;Arrancourt;136
2150;91184;2006;;0.38986489;0.56952452;;Courdimanche-sur-Essonne;290
2179;91286;2006;0.44425982;0.21639947;0.04726863;0.23597598;Grigny;25981
2181;91293;2006;0.67963182;0.46494825;0.5833089;0.57596299;Guigneville-sur-Essonne;971
2306;92035;2006;0.68526865;0.65288857;0.6504309;0.66286271;La Garenne-Colombes;27188
2463;95170;2006;;0.39455357;0.6068571;;Condécourt;531
2476;95214;2006;;0.36045943;;;Épinay-Champlâtreux;69
2492;95277;2006;0.42979561;0.26710624;0.29686779;0.33125654;Gonesse;26152
2598;95690;2006;0.48311062;0.53723379;0.66986025;0.56340155;Wy-dit-Joli-Village;329
2645;77028;1999;0.51670583;0.16320606;0.47690531;0.38560573;Beautheil;565
2780;77169;1999;0.28263548;0.38067296;0.50123825;0.38818223;Émerainville;7033
2892;77283;1999;0.27885078;0.05023109;0.39304991;0.24071059;May-en-Multien;797
2905;77296;1999;0.45640382;0.22861509;0.39529113;0.36010335;Moissy-Cramayel;14278
2993;77390;1999;0.47307168;0.22901675;0.45862758;0.38690534;Roissy-en-Brie;19667
3135;78007;1999;0.58965734;0.69648094;0.81376837;0.69996888;Aigremont;873
3249;78314;1999;0.44498741;0.14815564;0.46088164;0.35134157;Issou;3381
3295;78415;1999;0.68615923;0.48335948;0.65775288;0.60909053;Montainville;507
3524;91473;1999;;0.26456713;0.54481647;;Orveau;183
3651;93057;1999;0.51069125;0.23409133;0.47012671;0.40496976;Les Pavillons-sous-Bois;18411
3674;94018;1999;0.56397007;0.53597854;0.59801189;0.56598683;Charenton-le-Pont;26576
3710;94079;1999;0.46779483;0.26931934;0.44847467;0.39519628;Villiers-sur-Marne;26626
3778;95229;1999;0.54494752;0.27902936;0.52706226;0.45034638;Ézanville;8788
3841;95459;1999;0.65722095;0.25377848;0.53555415;0.48218453;Nucourt;779
3845;95483;1999;0.390274;0.29165639;0.49825179;0.39339406;Le Perchay;476
26;77006;2013;0.45153023;0.50528299;0.59722089;0.51801137;Arbonne-la-Forêt;1040
68;77049;2013;0.63221141;0.51670381;0.63196709;0.59362744;Boutigny;877
93;77076;2013;0.79311975;0.33567155;0.49624899;0.5416801;Chalmaison;754
170;77155;2013;0.47452851;0.40615249;0.57842504;0.48636868;Dampmart;3195
207;77195;2013;0.7587107;0.42786657;0.62603428;0.60420385;Fouju;588
261;77250;2013;0.5865;0.34598974;0.53362881;0.48870618;Leudon-en-Brie;167
313;77302;2013;0.61698704;0.41750587;0.55132705;0.52860665;Montcourt-Fromonville;2046
328;77317;2013;0.47402462;0.2965176;0.45175016;0.40743079;Mormant;4572
491;77487;2013;0.68355786;0.52621701;0.59303412;0.60093633;Vaux-le-Pénil;10764
573;78113;2013;0.94814588;0.59785044;0.62352302;0.72317311;Brueil-en-Vexin;704
658;78327;2013;0.65270428;0.41423607;0.57884612;0.54859549;Juziers;3851
660;78334;2013;0.7121192;0.67878152;0.73019458;0.70703177;Lévis-Saint-Nom;1676
685;78391;2013;0.58084062;0.4338739;0.51590839;0.51020764;Méricourt;393
824;91103;2013;0.6524613;0.51070674;0.4908516;0.55133988;Brétigny-sur-Orge;25624
1085;94041;2013;0.6244573;0.48520235;0.33132786;0.48032917;Ivry-sur-Seine;58933
1327;77008;2006;0.3625589;0.2096943;0.16764022;0.24663114;Armentières-en-Brie;1336
1438;77124;2006;0.36925833;0.5449821;0.70146935;0.53856993;Conches-sur-Gondoire;1722
1495;77183;2006;0.41550185;0.25933158;0.38691689;0.35391677;La Ferté-sous-Jouarre;8932
1504;77193;2006;;0.3818882;0.47001771;;Forfry;230
1605;77295;2006;0.64090703;0.4251502;0.59399433;0.55335052;Moisenay;1138
1613;77303;2006;0.37261063;0.10050301;0.38113538;0.28474967;Montdauphin;212
1884;78143;2006;0.82190009;0.82671589;0.78371619;0.81077739;Châteaufort;1409
1991;78404;2006;;0.75757582;0.70464112;;Millemont;241
2192;91339;2006;0.54249881;0.40340871;0.56514229;0.50368327;Linas;6249
2245;91547;2006;0.55450102;0.36656891;0.50115234;0.47407409;Saint-Escobille;467
2548;95488;2006;0.48628312;0.19236065;0.45708681;0.37857686;Pierrelaye;7322
2624;77006;1999;0.13834042;0.2867533;0.57518648;0.33342673;Arbonne-la-Forêt;946
2740;77127;1999;0.22528668;0.20635605;0.48872075;0.30678783;Coubert;1276
2761;77148;1999;0.24109162;0.09369343;0.38248382;0.23908962;Crouy-sur-Ourcq;1588
2876;77267;1999;0.57378498;0.1804647;0.46666187;0.40697052;La Madeleine-sur-Loing;355
2884;77275;1999;;0.06433659;;;Les Marêts;135
3127;77530;1999;;0.20506609;0.4130183;;Voulton;294
3173;78118;1999;0.32531106;0.16869781;0.48170251;0.32523712;Buchelay;2206
3309;78455;1999;0.74202726;0.78454041;0.77785697;0.76814155;Noisy-le-Roi;7711
3328;78503;1999;;0.30140111;0.48537878;;Port-Villez;176
3349;78559;1999;0.55406036;0.21488523;0.51463649;0.42786069;Saint-Illiers-le-Bois;437
3419;91098;1999;0.20698849;0.25485267;0.55083765;0.3375596;Boutervilliers;293
3460;91222;1999;0.07969078;0.19738326;0.53341647;0.2701635;Estouches;182
3463;91226;1999;0.63588889;0.2654023;0.57551987;0.49227035;Étréchy;6104
3650;93055;1999;0.4472479;0.23855672;0.24512871;0.31031111;Pantin;49919
3751;95139;1999;;0.14306864;0.46636878;;La Chapelle-en-Vexin;318
3825;95409;1999;0.46218865;0.23985897;0.54685586;0.41630116;Moisselles;962
163;77148;2013;0.40674742;0.30492962;0.45848618;0.39005441;Crouy-sur-Ourcq;1851
168;77153;2013;0.67414502;0.47238123;0.56794301;0.57148975;Dammartin-en-Goële;8669
180;77167;2013;0.19903578;0.23870381;0.45532916;0.29768959;Égligny;319
387;77382;2013;0.69079774;0.49477419;0.5882195;0.59126381;Quincy-Voisins;5064
438;77434;2013;0.68719209;0.29725367;0.54561779;0.51002118;Saint-Sauveur-lès-Bray;350
523;77524;2013;0.46158033;0.28972727;0.49619526;0.41583429;Vimpelles;513
705;78439;2013;0.11532067;0.43881965;;;Mulcent;99
767;78605;2013;0.72661531;0.5548563;0.64033525;0.64060229;Tacoignières;1043
792;78681;2013;0.54524823;0.63289296;0.64925265;0.60913128;Villiers-le-Mahieu;695
799;91021;2013;0.53574719;0.44219941;0.46248014;0.48014225;Arpajon;10707
984;91667;2013;0.5692415;0.64252933;0.68081313;0.63086132;Villemoisson-sur-Orge;6950
1146;95102;2013;0.54505552;0.6208607;0.70411445;0.62334356;Bréançon;365
1170;95199;2013;0.62147178;0.47035484;0.54995396;0.54726019;Domont;15339
1342;77024;2006;;0.2648756;0.40980887;;Bassevelle;352
1454;77140;2006;;0.30954709;0.50589727;;Coutençon;254
1511;77200;2006;;0.35133488;;;Garentreville;96
1577;77267;2006;0.50851687;0.23685991;0.49470635;0.41336104;La Madeleine-sur-Loing;376
1923;78246;2006;0.6403819;0.40184773;0.57192766;0.53805243;Fontenay-Saint-Père;986
1961;78337;2006;0.46976282;0.31374865;0.52309327;0.43553492;Limetz-Villez;1894
2002;78431;2006;0.55073498;0.69155818;0.7875448;0.67661265;Morainvilliers;2362
2109;91067;2006;;0.04808755;;;Blandy;125
2217;91441;2006;0.137783;0.36774209;0.57487211;0.3601324;Nainville-les-Roches;498
2419;95018;2006;0.50504992;0.23971859;0.31697967;0.35391606;Argenteuil;102683
2464;95176;2006;0.5548143;0.49240592;0.60471588;0.55064537;Cormeilles-en-Parisis;21503
2777;77165;1999;0.7785598;0.24384414;0.53208244;0.51816213;Les Écrennes;639
2793;77182;1999;0.28755719;0.0;0.26168267;0.18307995;La Ferté-Gaucher;4147
2936;77328;1999;;0.2722351;0.52970589;;Nanteau-sur-Essonne;394
3092;77491;1999;0.47808105;0.31550119;0.52265822;0.43874682;Veneux-les-Sablons;4616
3174;78120;1999;0.63825614;0.53594903;0.6618344;0.61201319;Bullion;1798
3471;91248;1999;;0.44337383;;;La Forêt-Sainte-Croix;109
3573;91648;1999;0.47757165;0.37999714;0.57039868;0.47598916;Vert-le-Grand;1910
3598;92022;1999;0.56921413;0.56350017;0.66331354;0.59867595;Chaville;17956
3685;94043;1999;0.46042911;0.46519036;0.49667994;0.4740998;Le Kremlin-Bicêtre;23709
3728;95051;1999;0.50415236;0.31983291;0.6097168;0.47790069;Beauchamp;8984
3729;95052;1999;0.35210744;0.15093146;0.40052034;0.30118641;Beaumont-sur-Oise;8388
3755;95149;1999;0.44866041;0.2505559;0.57017754;0.42313128;Chaumontel;3248
3801;95306;1999;0.55875296;0.31529508;0.57501297;0.48302034;Herblay;23080
9;75109;2013;0.69059011;0.94990616;0.75778297;0.79942641;Paris 9e Arrondissement;59427
30;77010;2013;0.53960807;0.39119648;0.5674188;0.49940779;Aubepierre-Ozouer-le-Repos;881
41;77022;2013;0.65253328;0.68392082;0.7686605;0.70170487;Barbizon;1277
161;77146;2013;0.6810732;0.65942962;0.67761246;0.6727051;Croissy-Beaubourg;2006
172;77157;2013;0.26060481;0.39671701;0.47669605;0.37800596;Dhuisy;293
176;77162;2013;0.67019841;0.4342434;0.53327549;0.54590576;Doue;999
269;77258;2013;0.67689164;0.5594956;0.42589462;0.55409395;Lognes;14021
367;77360;2013;0.7358794;0.47073607;0.5425934;0.58306962;Pézarches;409
372;77366;2013;0.68931473;0.36090176;0.53008606;0.52676752;Le Plessis-l'Évêque;268
405;77400;2013;0.72652194;0.45349413;0.57216745;0.58406118;Saint-Augustin;1751
444;77440;2013;0.73083862;0.31256745;0.51267658;0.51869421;Sammeron;1095
490;77486;2013;0.7211721;0.32927273;0.53574439;0.52872974;Vaudoy-en-Brie;879
495;77492;2013;0.47979131;0.32322727;0.46077172;0.42126344;Verdelot;699
816;91085;2013;0.65536623;0.47797507;0.60393978;0.5790937;Boissy-sous-Saint-Yon;3736
1000;92022;2013;0.67616819;0.77581818;0.69798173;0.71665603;Chaville;19717
1096;94056;2013;0.65363642;0.59020674;0.63361176;0.62581831;Périgny;2487
1156;95144;2013;0.69187461;0.96435777;;;Châtenay-en-France;75
1194;95280;2013;0.51708566;0.21697654;0.25594255;0.33000158;Goussainville;31212
1201;95303;2013;0.85660834;0.5823607;0.65680884;0.69859263;Le Heaulme;200
1297;95680;2013;0.65939577;0.261;0.12280512;0.34773363;Villiers-le-Bel;27312
1305;75106;2006;0.71654529;0.96092586;0.83791855;0.83846323;Paris 6e Arrondissement;45278
1419;77104;2006;0.54532107;0.45180071;0.61007928;0.53573369;Châtres;572
1433;77119;2006;0.21294487;0.21327646;0.50189392;0.30937175;Clos-Fontaine;248
1608;77298;2006;0.56727308;0.21305282;0.4171341;0.39915334;Mons-en-Montois;426
1667;77361;2006;0.28777972;0.2993646;0.43175312;0.33963248;Pierre-Levée;427
1747;77444;2006;;0.24203591;0.45397843;;Sancy-lès-Provins;311
1809;77511;2006;0.58613089;0.30269484;0.47978872;0.45620482;Villeneuve-sous-Dammartin;600
1828;77530;2006;;0.28429824;0.54728353;;Voulton;310
1934;78278;2006;0.44342313;0.63943213;0.70286701;0.59524076;Goupillières;433
2003;78437;2006;0.42224422;0.30420245;0.57113649;0.43252772;Mousseaux-sur-Seine;606
2154;91198;2006;0.6121919;0.33727524;0.59417207;0.5145464;D'Huison-Longueville;1292
2256;91579;2006;0.59761484;0.43494022;0.61671629;0.54975711;Saint-Vrain;2792
2315;92051;2006;0.7158515;0.9060228;0.92196177;0.84794536;Neuilly-sur-Seine;61471
2384;94041;2006;0.50088983;0.40419296;0.32724376;0.41077552;Ivry-sur-Seine;55608
2546;95483;2006;;0.5001822;0.56745694;;Le Perchay;504
2699;77084;1999;0.4313805;0.19808514;0.49079314;0.3734196;Changis-sur-Marne;944
2724;77111;1999;0.72493089;0.39409467;0.56615644;0.56172733;Chessy;1671
